id,cluster_id,risk_level,ghost_x,ghost_y,ghost_z,ghost_lat,ghost_lon,ghost_alt_km,orig_alt_km,drift_km
DEB-N09200,-1,NOISE,215.6727451910815,-256.0194435886833,6597.671054078776,87.0953998669748,-49.88895604413668,228.02103825057384,385.48135384612124,7321.364267730697
DEB-S07049,-1,NOISE,2292.7993114989495,3031.6303157709235,-6992.377426058176,-61.471761960292795,52.90005636838109,1580.5722623590245,1511.18656278659,7136.83049840061
DEB-F03746,80,LOW,4678.27644548347,-2186.6215838679145,4264.145832044696,39.547648477402156,-25.05133819810166,318.91639148096056,620.060678513426,11298.713639142556
DEB-S07213,2,LOW,4496.667890140035,4658.053266487082,4395.733463917849,34.174296309783955,46.00994264015114,1447.4591455632644,1488.7023190260861,15683.95307554971
DEB-F02249,173,LOW,323.06584085589907,1457.1643692802932,7311.370333219596,78.46213232093831,77.49924003736476,1084.023255992336,837.8245542054256,14310.838168356144
DEB-F04638,105,LOW,-5411.847813531425,-3829.326338440909,2822.886961934766,23.064272293752346,-144.7174606767511,827.4530357266658,550.7891696798533,10145.63126708135
DEB-N09338,-1,NOISE,-3378.4975331118844,4769.347836124656,4932.698084638312,40.162888463749645,125.31288918802261,1269.8976990180754,1286.9962564559928,2844.2327744632594
DEB-N09009,-1,NOISE,1196.2656793026808,-6290.640151150668,1137.6403050462052,10.074202062508013,-79.23285519939633,125.51048048447319,281.20042919875414,11204.097947079497
DEB-F06329,79,LOW,-239.5188134268186,4670.394827963689,-2329.240303408846,-26.476515407690634,92.93581276625514,-1153.644919225113,867.0354325228009,11978.574823015408
DEB-F01963,241,MEDIUM,3552.434887475936,5053.903587282139,3590.124258755177,30.163424374934365,54.89626692008093,766.8421667017374,798.7788364139087,3280.772815991619
DEB-S08241,-1,NOISE,-5972.4278246962,-2496.620760929711,-3072.132897212347,-25.3884874314728,-157.31388072038834,787.1271181777083,788.5327402740631,4090.091300554851
DEB-N09567,-1,NOISE,5202.324222987582,-5123.587859231238,-870.12339824967,-6.795700175490584,-44.56312102286566,975.2598069543656,943.8818176563282,6542.666611411635
DEB-S08845,11,LOW,4124.4049729910985,5090.062441393475,91.59669763939874,0.801026839365073,50.98264340131769,173.79721773575602,272.07896317553787,6344.181203647909
DEB-F00321,193,LOW,1207.9769592224814,3644.479375864111,5668.643137199917,55.889618402062666,71.66202019506227,468.3915562856582,741.8806006606956,11107.892903301881
DEB-F02678,-1,NOISE,3570.5690047160206,-4791.935488363812,3675.647992603811,31.594700078827195,-53.309452459561385,637.7020024010462,827.0346663243363,6699.389463398716
DEB-S08852,-1,NOISE,-1130.2891401938523,-6119.811112799895,1505.6637233047547,13.60074388942914,-100.46423544576446,24.726800243231082,261.6698702097092,8592.316201870835
DEB-F04947,76,LOW,-736.3046202730047,-3457.4854106757475,-5732.020131713127,-58.3372798009325,-102.02209093874787,356.28239956486414,437.7006760118102,923.568735415844
DEB-S08005,-1,NOISE,-1510.5473812979662,-6997.2063084912415,435.65035716509897,3.482648153888773,-102.1819895740114,793.5044263705249,771.8321725723763,8243.15405531787
DEB-F06532,41,LOW,-1755.141140215878,-702.8938559938811,-6584.977313149686,-73.9803510670239,-158.17502841140305,472.88528937903084,1157.6830179281033,12999.641275130636
DEB-F05458,81,LOW,-4656.4660101027985,3432.096498070936,-3691.8901092064534,-32.54699204693123,143.60754442813482,484.2251773970729,493.6293230597039,2967.815080905389
DEB-F00251,214,LOW,5213.663465956068,2694.9855900852253,-4859.076110911647,-39.62208627219468,27.334814899864682,1241.3022653688313,806.8258948401926,13836.759936895085
DEB-F06945,36,LOW,-279.6220959241707,1482.2794991145768,6126.1438454765275,76.16738534182389,100.68292366032733,-69.01824652148207,1221.3317752950243,11855.589873877736
DEB-F06730,36,LOW,3735.370578572269,-1286.5164679976647,7022.159804051408,60.63762171317199,-19.0044597508699,1679.0862372777055,1219.3325882271265,15126.20999577443
DEB-F05545,87,LOW,2685.6244808611104,-5404.339984849007,-2171.2382520296565,-19.787870350046102,-63.57545048208351,35.42246967945994,443.58023836746816,11516.56152983027
DEB-F00035,196,LOW,-5418.192542477627,-2901.3975692306376,3953.9366361564403,32.754040344751076,-151.8313165856554,929.9772030511349,798.4981715227868,12532.22763505203
DEB-S08360,-1,NOISE,5126.769279595757,4275.999323943671,2205.657891668173,18.283038900596004,39.829910572634304,652.7136028539408,840.1430709635806,10845.131473994952
DEB-F01513,169,LOW,4358.171680826242,4660.078258542097,1894.1651028156866,16.534611366827505,46.91739140689185,277.52609333768305,796.1818853157565,4890.668179080889
DEB-S08578,-1,NOISE,4151.883013877129,5497.825482474843,-2104.418564659971,-16.98561720914201,52.940393804980715,825.528392836949,879.7283023901637,1737.518346156382
DEB-F00039,218,LOW,4826.843485263048,5414.277379541292,1091.888212662324,8.560643141830552,48.282906498702715,957.0547113862667,729.6883944936399,10633.114460415321
DEB-S07016,-1,NOISE,922.7648857282204,-7771.283078672901,851.6284619631465,6.210609562288768,-83.22838515573841,1493.940664786247,1521.6129720732697,13826.688215376627
DEB-F03464,189,LOW,3339.239669485764,-6355.324589611298,-2481.638234354403,-19.068803278224017,-62.281489005137985,1217.8619820822814,923.7941394117006,14896.1111243097
DEB-F01760,141,LOW,1563.0765269028238,-2038.0910231585476,-6946.891668768167,-69.7091864624454,-52.51425932462962,1028.368728427854,787.1580217575311,8887.357278845462
DEB-F02304,128,LOW,937.3485628860128,-3591.5808211626054,-6323.972748387833,-59.58901365213738,-75.37293603411844,954.714181200904,810.7689209525597,2900.2180807062064
DEB-F04649,119,MEDIUM,5624.388763547778,3569.606545263109,-2321.9928763280286,-19.216923120501505,32.40189466725616,676.4707686307866,616.3400919126498,5814.614122229287
DEB-F03309,-1,NOISE,3339.739950143736,-4338.698781197258,4750.945661087901,40.94869259073779,-52.41250203608445,870.9770647087771,837.6050954819893,6075.1996242407
DEB-S07433,-1,NOISE,-6948.118014383867,2751.5781593877755,-2386.928648854041,-17.713579670815733,158.39555444931665,1466.922253042364,1524.309316789272,4051.656862110491
DEB-S07195,-1,NOISE,1207.3659973106526,-4391.285417118996,-6490.4939793901285,-54.94347500760152,-74.62662963532816,1550.7741713124524,1453.3373503934836,15382.596624799067
DEB-F03032,166,LOW,3101.4676628471893,-5855.155996172146,-2425.9057243152515,-20.10905271653331,-62.08989592394569,677.8513777159769,756.9232758431117,171.1886846967689
DEB-F04267,80,LOW,-6066.410923909058,-2897.920970144356,1474.8108219010487,12.372798667284815,-154.46622098842892,504.76605084431685,578.7854419216901,1349.6068674023113
DEB-F03039,226,LOW,252.13779222066705,1786.436038933475,6892.874478043085,75.332435882658,81.96633148300737,746.934631746868,873.6008685095812,1642.3143663940227
DEB-F05623,81,LOW,3431.1663909049053,-5633.071953481007,-1405.0239760931302,-12.025315508142034,-58.65394400938162,365.63752236996606,485.7830295040094,13549.666897065217
DEB-F02545,-1,NOISE,2941.4618959987392,-5304.443699188185,-798.1406970811931,-7.496406455191552,-60.990410053409335,-260.4291272908931,721.1675217262109,11160.526570954577
DEB-F02592,121,LOW,2173.6476288454046,-4961.908612262889,-4884.840300311436,-42.04223810435056,-66.3433680816331,916.1721414047297,880.6183852830909,8792.666552087294
DEB-F01188,214,LOW,-2695.026728721724,-4030.405814502853,-3960.7228702093225,-39.245632845005055,-123.76960894002855,-117.5726681923552,741.4657077031407,11128.142031234975
DEB-F05364,70,LOW,-219.99828738795122,4358.773101737586,5181.953691415995,49.89539855518005,92.88941080032038,396.81290821811126,460.80957924723316,668.5558347991723
DEB-S07366,-1,NOISE,-1706.7016473546,-3890.3651573968937,6660.392149201115,57.46862577044873,-113.68704224423693,1521.7740850762439,1550.5127654640983,1071.4890229880998
DEB-F00107,139,MEDIUM,-4698.912264794417,-4997.825416406633,-1378.8031963905548,-11.364741962382247,-133.234350472879,618.9433639441177,796.1156275327103,1691.9461523228279
DEB-F01315,170,LOW,3330.583650030012,82.05505739945124,-6465.525975661925,-62.73858768584594,1.4113014732933777,895.2766843885875,781.7321627432657,8841.011879100412
DEB-F04750,-1,NOISE,-3853.7026472130283,3115.4617268547563,-4748.487320562386,-43.777824295008664,141.04677021692862,485.1900137867742,579.7115404283522,10903.995475629807
DEB-F02753,-1,NOISE,-2452.8528672427797,5260.312180516607,3913.6790110123584,33.99169500900665,114.9993648994461,622.1669095507268,901.0200984302746,14115.094204436566
DEB-N09751,-1,NOISE,-6649.396708786869,1053.410452345286,-1047.1964223115283,-8.841369514672923,170.9979029599731,435.14198436853985,395.22249401590943,11091.221752034433
DEB-F05912,58,LOW,-736.119165189137,-8637.158373878052,-2284.8206911361212,-14.76608815119161,-94.87137596894173,2586.3920892190354,896.0077922667006,16202.247864078605
DEB-F02876,205,LOW,-1839.4288577853258,4110.620013099892,4225.159802152601,43.17414226330178,114.10766120590807,-202.97135293619067,864.8413316409369,12667.627179130091
DEB-F04333,195,LOW,6587.928796494539,346.6150795579874,2130.8564176395726,17.90055275992426,3.0117639520555883,554.5029671160428,605.1903395797426,6746.449338676063
DEB-F00799,245,MEDIUM,4376.3651101214855,5122.100737340184,1407.742047119224,11.802354806683825,49.48914984762831,504.4660839920534,774.322625107854,6209.85764675959
DEB-S08857,11,LOW,151.56327966867457,-6430.019182205514,-241.40185644500394,-2.1494460611078696,-88.64971965486001,58.19681418101209,273.02281282628337,12938.295510175134
DEB-F02894,222,LOW,273.23982858972977,-1823.5829616279134,-5298.605819568535,-70.81186032066702,-81.47837973214362,-767.8483752469992,828.721559474162,12009.159278762396
DEB-F02927,-1,NOISE,-1191.8316144241583,58.39919518102715,-6996.738626892489,-80.32158655116636,177.19477706834869,719.624934313385,854.3979153644104,2085.205712281738
DEB-S07444,-1,NOISE,-3204.7977873878253,-6538.051592505537,-2793.356264130488,-20.988612751049168,-116.11299788082876,1420.56075684807,1430.1422944781762,11801.505506771875
DEB-F00971,200,LOW,-5701.8341415214045,-6751.902360841206,-3147.355763634788,-19.602934771445657,-130.1803618454218,3002.9581583830177,798.2796962693192,16505.79324398261
DEB-F04929,55,LOW,4590.5290219602,-2947.331280890415,3902.712654324915,35.58013229753472,-32.702333537822255,329.3874645846681,456.8666926809592,6212.605451848326
DEB-S08573,-1,NOISE,-2202.0868222772065,-6786.6911018561295,-898.287248735707,-7.175700868336558,-107.97676159916686,813.1968447120689,860.3798607719636,548.8774849048075
DEB-F02020,170,LOW,5365.380562056538,4069.307267826779,-2023.2741365040665,-16.723269966906283,37.17805369476906,653.2361551616759,800.0479251086635,2900.724237809358
DEB-N09052,-1,NOISE,-3863.384350803825,1908.6487190752634,-4907.323458036097,-48.71351186612998,153.70899667512043,152.598188066876,281.65962198850957,4699.813905635153
DEB-F00952,-1,NOISE,4843.683819201742,4931.752587329904,980.8568849632045,8.076066707256278,45.51617462360977,603.6633947271148,796.8430770336372,14064.546861066323
DEB-F05357,66,LOW,2191.7387071510198,1732.518148710865,6208.902600560609,65.77381040862296,38.32554519074739,430.3730572213926,506.41607299567204,7083.969645605894
DEB-N09279,-1,NOISE,-2090.6431348524766,6897.423184937234,769.8253692322174,6.096751764847833,106.86231612464621,870.1639325309479,924.0039083038837,8456.807487982267
DEB-F05377,105,LOW,3240.9160123059246,-5737.852200306345,-1752.6633347382901,-14.893768207906184,-60.54089809556689,440.8301678574062,492.11284689436434,7254.800126595013
DEB-F03145,173,LOW,-3511.253324532569,5222.08868559443,-3835.6009250540214,-31.363303760993645,123.91628859271339,991.4589594491781,913.7435005426996,10774.01119155901
DEB-N09831,-1,NOISE,-2051.580594759508,5256.95697122197,-3315.0314098784775,-30.432047233863138,111.31871806096399,166.6328800304609,334.0941209226248,9319.736305361752
DEB-F03006,222,LOW,859.8964720898205,705.083847572894,7026.033108131344,81.00640247996529,39.35050717527895,735.3506404882091,849.3487964484866,2583.1275094751286
DEB-S07435,8,LOW,5851.099051562508,4925.593876561635,2048.642396970662,14.994971612355124,40.091467492983355,1539.8028089833224,1435.5926976025103,15188.302307741282
DEB-F05970,79,LOW,-520.2602176788354,-6817.622373934987,-2445.159134704606,-19.67771155267621,-94.3638459136293,883.3675769941883,934.2670945841746,10007.418646392229
DEB-F06983,23,LOW,-4185.212372573326,2984.649491770434,5999.11826036536,49.407847265652144,144.50574833472126,1522.0880027524827,1295.8693318299474,4164.310844348589
DEB-S07636,-1,NOISE,-6191.391346186545,-812.8112567449234,-4844.663184990912,-37.80526716643297,-172.5209308023866,1525.3274502731329,1475.0768795124868,12521.588725849342
DEB-N09236,-1,NOISE,5125.150223230166,-2421.8695491552253,-3866.8779029135717,-34.30031571858907,-25.292891784984477,483.7404136414607,583.8434568760222,3426.361239883251
DEB-F01056,198,LOW,-1359.643437315166,-3803.818686218554,-6634.60793894422,-58.66465230257526,-109.66900838997931,1389.4681249893829,762.2195905554981,9212.942289786584
DEB-F03154,-1,NOISE,481.6793921424437,499.69327150530535,7212.426811972995,84.50334956191134,46.051591717039884,867.6071936953122,839.4510193180831,10953.40878249528
DEB-F06836,-1,NOISE,-3895.1680548865243,3280.176608690943,5773.1179687576505,48.58521334745899,139.8987904691213,1319.9656130601916,1187.9911916780084,2637.8462106367106
DEB-F05399,94,LOW,-1387.2149308748585,5255.142623705892,4034.1927736323732,36.58431456098547,104.78722292257407,390.58522762614575,470.8778836480051,3302.246424669158
DEB-F06182,68,LOW,-1722.4053577068294,496.03250933026675,-6471.171959319296,-74.51814065871775,163.93422098851056,336.6820588913124,954.3306592014633,12639.512589980452
DEB-S07537,-1,NOISE,-1301.205329314055,-7673.487456907696,121.53253156238407,0.8946047860224541,-99.62418598713592,1405.8411099758368,1508.8199068303584,15625.740291354754
DEB-F06769,-1,NOISE,-3200.7646865473243,703.3126120000766,-7279.063654036165,-65.76213841755145,167.60719135319857,1604.6138346657726,1287.1012396102115,15646.959286250254
DEB-F00764,-1,NOISE,-1335.522561048104,-4908.7333411960435,-7957.54227118493,-57.40966985654197,-105.22009889291122,3066.531470821682,739.9949212045176,16552.00664755392
DEB-S07515,-1,NOISE,3027.041822741873,6496.017000055457,-2658.638803392303,-20.353467095780555,65.0152207052667,1265.7873421518243,1533.9750066115657,13920.165484456975
DEB-F05060,72,LOW,4649.143144549395,-3908.6906216690945,3180.942274373413,27.641310837623635,-40.05489233589185,478.30435884866074,466.2793545954228,10441.660939714959
DEB-F06719,23,LOW,-3875.3461669398484,3003.992017823565,5644.579310702994,49.02004279519777,142.21878566781135,1098.7307634139925,1084.7421897489912,3800.4273887567642
DEB-S08544,-1,NOISE,3393.1524845166896,1818.873990360291,6116.52458546413,57.81256999902744,28.193200608655474,849.1487547337993,862.6584870529305,4278.829407919533
DEB-F02165,127,LOW,-2682.692339671446,4947.1011728181265,3370.442681500158,30.917633591439934,118.46989730946609,181.62915991060436,877.6490578248313,12093.053101734347
DEB-F01862,239,LOW,5072.590893396118,2858.3142604532077,-3361.65971982275,-30.000413269911522,29.400481691663174,345.09844546479235,762.8521079480961,11101.966586569864
DEB-F04326,-1,NOISE,811.2210101569335,4314.886649817074,-4998.309626202239,-48.70414714341864,79.35238602862262,274.6387701184858,578.5289951064733,13273.765000183012
DEB-F05928,90,LOW,1805.2764089254174,-4019.8294576064036,5533.273979069785,51.46686541969406,-65.8154955941975,695.4174606876122,950.9572376718497,12831.075895317566
DEB-F02340,126,LOW,4007.7847359194325,-5579.506249186797,4327.118734774984,32.20607386876822,-54.31014076377272,1740.8028950247171,819.4665403900508,14442.38233209039
DEB-S07142,-1,NOISE,6019.940994110196,4953.7029042338645,173.50467144615754,1.2749285175820266,39.450359736148386,1419.8733813086274,1473.8564163680003,2959.6776065554955
DEB-F06746,32,LOW,-2049.5641077601836,-102.51279956074131,-7051.720390696976,-73.77443814022237,-177.1366301026549,966.1112511462052,1215.1274198476058,7182.759909441761
DEB-F04002,86,LOW,2922.4263165474604,4572.319834651788,-4334.751562633377,-38.61837180144406,57.41507013057827,567.1315589364949,580.5725466528947,10596.638963986903
DEB-F01123,220,LOW,1093.5924154726001,-1764.7240437377618,-6338.244086071504,-71.86371670509106,-58.21367081693728,291.46069523962797,760.2630738832477,12441.306589452985
DEB-F05427,77,LOW,-3275.486270845688,-123.28647774295723,-5844.374356855687,-60.71419966266338,-177.84445382330009,322.6630633629702,440.5516154244888,586.1547577097801
DEB-F04048,97,LOW,-158.03999242996497,-4393.112829396285,5326.024709172925,50.46466997642717,-92.0602979512977,527.7268977128733,597.1378403431399,135.46219610744782
DEB-F06220,126,LOW,1926.433468854902,-649.3966597106914,6606.99559543444,72.8970933260676,-18.6288530377131,534.5508079121892,919.1574109587382,14203.403760109815
DEB-F00765,139,MEDIUM,-1429.115179288509,1649.9163425224558,6593.469066589534,71.68266236696932,130.89827013590786,567.2520074688091,792.5559751519704,11864.293228140294
DEB-F02344,127,LOW,-3622.8242223507486,5228.225055217486,-1436.8867900039177,-12.729390694851247,124.71947355646205,142.89330366697232,888.5045506437773,8942.122387888192
DEB-N09589,-1,NOISE,-3890.470743619152,6942.300363656891,655.1682352886494,4.706390522326486,119.26630560651051,1606.8828724059795,1704.888922330716,9400.286558659232
DEB-N09788,-1,NOISE,4977.93207651154,6503.669196686902,733.4727530932732,5.117537971576351,52.569425209705685,1844.7276503409494,1976.0000249210252,16567.80993350251
DEB-F04215,88,LOW,-4450.1914466578255,2529.600447601404,-4612.320412183817,-42.02006482809375,150.38501377212845,512.1882405861943,529.9872625786575,1492.8005471330046
DEB-S07376,17,LOW,5834.634933302733,-839.3961406709561,5230.544815417965,41.58358394455394,-8.186650623590651,1502.6085073733748,1476.1479734912164,13237.374413675661
DEB-F04081,80,LOW,-5986.294058427013,927.0887962483089,-3097.86826704825,-27.085070474202446,171.19662091072382,425.6853073557877,588.1886694873128,6909.307179120015
DEB-S07460,-1,NOISE,4094.075997482387,-5823.850105391009,3053.169571434052,23.213642268986778,-54.89337839219678,1367.8640815358822,1537.7285576210597,13750.268789546157
DEB-F04693,115,LOW,-3870.098233837985,2933.190804669101,-4586.327018320853,-43.36375347871704,142.84110401547923,301.35880096665005,616.0300460234221,12322.93396436022
DEB-F03397,126,LOW,2072.1458206862635,-1766.7858787703738,5738.957255998513,64.61587714156087,-40.45210034137364,-25.897156465443004,854.3134245943738,13550.856392791875
DEB-F04080,107,LOW,4345.711256187447,-2011.0051586259058,3823.92939517784,38.60987991249736,-24.832636268219375,-250.18594850820045,605.8088653380646,12893.635303415274
DEB-N09178,-1,NOISE,-253.6747198768262,4018.6198947152534,-5799.421585039342,-55.227218384311946,93.61199412016771,682.1000670343683,807.4172013972511,13228.855410286864
DEB-F01224,-1,NOISE,-2106.36442529919,1000.5277760870144,6796.595725960245,71.06288382359381,154.59217815580598,807.3720553856156,728.044476848957,5756.064362339641
DEB-F06590,-1,NOISE,9519.960857962653,-6219.4422538086355,-4800.418161726244,-22.88677233216805,-33.156803951996466,5965.085075820901,1341.5125864862503,20009.767311229498
DEB-F03122,185,LOW,-3706.6447463433296,6135.874274246435,316.3534210749135,2.5268642072275096,121.13592160092577,797.394190927932,878.0165174205758,904.3294279951799
DEB-F00510,-1,NOISE,4544.682868703902,2403.0933103875022,-4883.70471718475,-43.53023931686453,27.868556038496024,712.6719524519331,768.1142316130927,12258.935608020785
DEB-F05792,42,LOW,891.3264162277137,7234.0798758981555,3189.8715924185444,23.636163517167574,82.97586698722853,1578.0967325683714,999.6650646316466,8300.462022286514
DEB-S08179,-1,NOISE,5257.456699055573,4746.224474517754,-771.2326726811007,-6.214257069553187,42.07447804288307,746.6294902343634,829.744486377992,10866.91016647511
DEB-F05027,70,LOW,-4070.8649553411024,5497.841840544104,-83.5045360012,-0.6993531358894696,126.51801657888495,463.2940926731171,492.84668339728614,7087.68558312814
DEB-F00096,150,LOW,4749.109982736418,2716.233615317524,-3552.684259874728,-32.99828823862675,29.76721753312583,145.17014679826025,764.4953311034078,8328.551345175247
DEB-S08854,-1,NOISE,343.44921261877334,-1410.6959171237693,-6396.385702283398,-77.21125141198172,-76.31692254714021,180.9612905132326,259.200635177026,1903.07562508772
DEB-F01512,-1,NOISE,-5027.399184556737,-5200.542401608624,-1040.2947561750502,-8.184190285892244,-134.0301637888548,929.5710546185101,797.101747848099,4083.3659547300927
DEB-S08042,-1,NOISE,288.0417039660624,-5448.593243735593,4325.386871710124,38.40551219859946,-86.97385645551596,584.557015168778,858.4607277753321,8975.372336146409
DEB-F00119,190,LOW,-641.60225903121,-3490.5266443600804,-6251.858609372572,-60.41764302626783,-100.41541432766078,810.8243843285836,754.854384974693,2754.93017869774
DEB-S07789,21,LOW,-3686.3494936058314,-7045.851683135825,329.25596011950864,2.3710226138745787,-117.61830834285307,1580.6071231032256,1488.9897345570098,11532.572452140492
DEB-F06515,36,LOW,-6187.736773542216,3946.4062445411996,2250.2079703923055,17.045851195517052,147.47113992036816,1298.1670934825843,1151.7510493505351,7334.0321379953275
DEB-F00033,-1,NOISE,-2549.4209030755405,-4190.839357669911,-4110.134058599079,-39.9591080443668,-121.31347967674242,21.541385863604773,816.934387219726,8025.685949953013
DEB-F06156,34,LOW,1491.0623094453886,4925.833906965718,4669.992686736784,42.220611320761186,73.15880414411657,571.3909108610542,846.5456308465991,14158.05281512104
DEB-F04667,-1,NOISE,3721.205808594913,-3123.324968865717,4893.913068962438,45.20956359845576,-40.00779256164819,517.7252852854235,594.4120118020646,9463.19273703709
DEB-F05419,66,LOW,3832.3329870439247,-1164.8440146522505,5297.984068165467,52.90951490658455,-16.906736976043874,263.5700763916784,460.6717868702717,4030.1909597742465
DEB-F01068,239,LOW,-3267.2363286815403,-535.1151765326006,6340.891168840574,62.42960210391435,-170.6985533013815,775.0498628389914,758.50695631494,4891.439573733909
DEB-F01347,228,LOW,3448.682518298975,4505.092857155271,3150.774189552506,29.045319117441654,52.565671796716344,111.59725936398809,779.6578582877446,12834.138596749557
DEB-F04745,84,LOW,-5111.716445477619,-3703.694621748081,2811.5083620266705,24.007767503932342,-144.07478830480383,532.1146697930699,592.7407648557228,3259.7888434136385
DEB-F06003,69,LOW,1383.3724677356822,5530.767699051793,4173.735909717022,36.20736110916063,75.9571213742995,687.4968830585576,916.3176698766483,661.2443555291269
DEB-F06037,42,LOW,-1211.5795931161426,-8233.531818714466,-2326.4568076622472,-15.618248764670405,-98.3711042983454,2263.122896459373,937.3410396677482,13225.692160772887
DEB-F06884,38,LOW,1099.6856239596914,-1483.8965766380388,-7092.669494254806,-75.40410801973545,-53.45860663408928,951.0660996851511,1404.1594973709152,6932.718385304487
DEB-S08444,-1,NOISE,-6649.5063404551365,1633.8768569883807,2676.71757222976,21.351318388145806,166.19511257055677,973.7542612360421,884.5068802523483,6436.733047747047
DEB-F05267,66,LOW,-2103.984204085041,-2312.7024062536675,-6398.555008460572,-63.95827250625687,-132.29440120560403,743.4392403576594,461.01212302989734,11205.039727202877
DEB-N09747,-1,NOISE,6129.971384041182,3177.2121666114417,2831.3973610542967,22.297741671812602,27.39806092645219,1084.3047811472934,1227.5820057024566,12801.817371646694
DEB-F06017,48,LOW,1496.6534259142045,3262.4664834279347,5806.025943724731,58.27495657714827,65.35675409888478,447.81321165522604,843.36127379354,9790.73655676689
DEB-F00031,169,LOW,-4775.047384754285,-2214.1116248278577,4750.826851746955,42.06990750202704,-155.12361394875757,712.2595748839813,782.090947226121,14000.585849359632
DEB-F06382,-1,NOISE,1562.6400978944298,-4194.616549402067,5822.278339916285,52.44651946096044,-69.5678932214087,965.9474997537682,968.5941182685019,3701.2973568046946
DEB-N09886,-1,NOISE,7950.860095309229,1789.0426139054841,-1377.904839471657,-9.596542530284232,12.681063165174947,1887.180385085093,1825.3644994024226,15022.897278719887
DEB-F00029,214,LOW,2474.311514398312,-508.438338363977,-6484.232468080725,-68.71600566615268,-11.611889997806543,580.7420558763588,770.6399085228195,13960.931603613506
DEB-F04201,111,LOW,223.5129094258109,4602.218290689946,-5564.056749343977,-50.371555447078336,87.21953826135439,846.0652899252582,605.4628926551641,14177.371118848934
DEB-S07505,-1,NOISE,-132.87495478920607,38.104659957644344,-7731.095166986094,-88.9756703128198,163.99865336645468,1354.1938387391492,1511.4122799178176,9417.762089945909
DEB-F00735,160,LOW,5331.0213073189025,4659.929708764226,-686.4839664612937,-5.537687152670154,41.15721817524795,735.6519556775593,778.4335566299505,303.34186446238994
DEB-F02067,140,LOW,-5249.914062002617,-4927.200157815368,-190.40746370870852,-1.5148774507565248,-136.81622714456066,824.3038401474978,790.2538306376282,2024.0312406501728
DEB-F00106,160,LOW,-3625.911324571201,-5488.608809236473,-4760.083910951015,-35.89026764424364,-123.4497418710652,1741.620289092859,830.588329987495,14088.728725947774
DEB-N09356,-1,NOISE,-7454.757990129503,-595.4573063704031,-2119.017321053233,-15.819963688869448,-175.43313023199576,1394.778830113767,1442.2137093479514,14249.780015693139
