id,type,x,y,z,vx,vy,vz,altitude_km,speed_kms,fuel_kg,area_m2,parent_event,generation,status,cluster_id,risk_level,risk_score
DEB-F00012,DEBRIS,1262.8650313417972,3890.337671675436,5921.656781358934,-4.998409253591205,-3.7728842935335143,3.627495863414382,818.7772223078655,7.237228557802117,0.0,0.10193296962160515,COSMOS-BREAKUP,1,NOMINAL,244,LOW,0.29814253607647595
DEB-F00013,DEBRIS,-2667.675074375863,-4883.144446473226,-4534.484713090972,4.673362677268759,2.6637313168919747,-5.271350901434771,799.8252178459734,7.531462246332837,0.0,0.30662619805020075,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F00014,DEBRIS,-1140.5622793864732,2008.6280409682201,6731.5911393655915,-5.206951588784113,-4.928713046500596,0.45907489573857274,738.7294584709225,7.1843793679471,0.0,0.045013044992207304,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00015,DEBRIS,5240.566750132052,4641.497314956816,-1287.8513641385543,-0.4244740040675665,2.542779551601285,7.124516283631602,739.8401229931951,7.5765848707648376,0.0,0.22123133524681998,COSMOS-BREAKUP,1,NOMINAL,160,LOW,0.18422824049205272
DEB-F00016,DEBRIS,3410.840756952751,467.5881152722388,-6306.369267737095,4.237172328389342,5.55527282005297,2.3316746365973957,806.7615139591744,7.365554429684111,0.0,0.2118136136091183,COSMOS-BREAKUP,1,NOMINAL,211,LOW,0.19108004806622608
DEB-F00017,DEBRIS,-5270.6330689864,-4480.254353858166,1722.9809216545734,-0.07235873781852631,-2.870344173634972,-7.091600792578727,750.7419637322146,7.650811281384618,0.0,0.11571009703479579,COSMOS-BREAKUP,1,NOMINAL,251,LOW,0.218013125467115
DEB-F00018,DEBRIS,5165.761448502164,3736.782904946375,-3204.9258976631704,1.3763355550999217,3.6289028126336884,6.105006558844794,757.7012710822928,7.234247733338337,0.0,0.3141775807513923,COSMOS-BREAKUP,1,NOMINAL,169,LOW,0.2080364765948179
DEB-F00019,DEBRIS,4835.943950946838,5175.365087277727,830.203772779894,-2.2091262802334164,1.106058586797642,7.011031895238352,753.4824505631386,7.433584112357659,0.0,0.1575835764957543,COSMOS-BREAKUP,1,NOMINAL,170,LOW,0.14869194168952893
DEB-F00020,DEBRIS,-2308.554963567935,-4592.084229715382,-4928.037023526002,5.031931537608587,2.87876075477417,-4.733851366821897,742.4116093318598,7.484447023365815,0.0,0.3540795596426288,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F00021,DEBRIS,-3216.0364504559175,-252.09080653152387,6397.585766060084,-4.561663491036987,-5.712499141001402,-2.3855810748487545,786.745682884166,7.689760549332992,0.0,0.17050398713208686,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00022,DEBRIS,-2488.2146875286376,-4653.786766172276,-4821.419648259854,5.201993825295278,2.693806178311017,-4.804255680781853,769.941834264464,7.576160249825865,0.0,0.34382741249736154,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F00023,DEBRIS,-5229.522429784929,-3941.550986929538,2853.8320478057685,-0.6514200733447789,-3.42003483892593,-6.46441359251231,765.2575980375568,7.342317720344274,0.0,0.02365927019043356,COSMOS-BREAKUP,1,NOMINAL,242,LOW,0.22390207086889258
DEB-F00024,DEBRIS,5282.991925079248,4529.885660931591,-1635.193414505895,-0.2850148112297489,2.5335086601382124,7.095789100069437,770.5499622616453,7.539902023652554,0.0,0.17111453123007764,COSMOS-BREAKUP,1,NOMINAL,179,LOW,0.2568480065266138
DEB-F00025,DEBRIS,1751.2921965479088,4298.820826088578,5400.822564297104,-5.451249802186466,-2.823964818830566,4.4761516861455934,743.363489610545,7.597817819691044,0.0,0.241046946826997,COSMOS-BREAKUP,1,NOMINAL,157,LOW,0.1988495512703854
DEB-F00026,DEBRIS,719.2869135151763,-2409.058530698496,-6720.998908469179,5.156173549245617,4.913350994179707,-1.2514671108458655,797.7088035223469,7.2314115905178395,0.0,0.23177718536761863,COSMOS-BREAKUP,1,NOMINAL,203,LOW,0.22467770164911904
DEB-F00027,DEBRIS,-4882.648901190775,-2889.3813607303377,4422.12137527067,-2.2161713173439064,-4.591823704729728,-5.198267043139399,815.1892401799314,7.281362543846097,0.0,0.11104470881052585,COSMOS-BREAKUP,1,NOMINAL,220,LOW,0.17703114003890416
DEB-F00028,DEBRIS,-3443.074006728068,-5139.542190706321,-3655.704443805904,4.144530460272728,1.4991794715291744,-5.942388812106859,807.5312031888334,7.39842257634935,0.0,0.25931226906202015,COSMOS-BREAKUP,1,NOMINAL,159,LOW,0.21190095375772208
DEB-F00029,DEBRIS,-1089.5553574779092,1973.7060408000943,6783.978543253913,-5.378493920808446,-5.078475571139419,0.8197217225853325,770.6399085228195,7.442516690294455,0.0,0.09276088642259778,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00030,DEBRIS,-4414.639012420451,-5289.0558117937835,-2054.6388553424367,3.1106378902519536,0.007783510179757567,-6.6897142347452005,811.0694802825838,7.3775609255264305,0.0,0.3963814400691663,COSMOS-BREAKUP,1,NOMINAL,140,LOW,0.23910449783983093
DEB-F00031,DEBRIS,5245.765021891434,3976.878469723018,-2816.957796700521,0.5442103900949314,3.831648615371982,6.374632400805964,782.090947226121,7.457454948289967,0.0,0.41514925136588093,COSMOS-BREAKUP,1,NOMINAL,169,LOW,0.2080364765948179
DEB-F00032,DEBRIS,-2951.7346199774347,-4895.062044411835,-4234.767238573216,4.278445353002083,1.9390589745292977,-5.652069928402112,735.7665170789132,7.349213483147376,0.0,0.01720154618704638,COSMOS-BREAKUP,1,NOMINAL,158,MEDIUM,0.3285294036001022
DEB-F00033,DEBRIS,-5160.09306670773,-3630.7230192063935,3458.3727630068465,-0.9191234002238087,-3.748922047166944,-6.0054153874213565,816.934387219726,7.138922770001828,0.0,0.12403478594171972,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F00034,DEBRIS,2046.336902250299,-980.1468052360302,-6762.51806196126,5.328574461249858,5.437001984115061,0.8164772369783484,754.8730950214576,7.65645684653542,0.0,0.12686297001386185,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F00035,DEBRIS,3999.968309487557,5279.8963687412615,2761.709659538091,-3.6888362978723475,-0.2786925392126474,6.474137084223877,798.4981715227868,7.456516193855962,0.0,0.47690479084713744,COSMOS-BREAKUP,1,NOMINAL,196,LOW,0.22213305914185102
DEB-F00036,DEBRIS,2158.4614642126257,-993.1983427161548,-6803.208120687529,4.919197859196557,5.156718527972486,0.4634344840313074,828.0436509311003,7.141780245544389,0.0,0.061528091757859366,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F00037,DEBRIS,-3982.4544749680394,-1277.7815937153807,5826.027123797643,-3.600220145312561,-5.268133645687935,-3.613351946050874,793.701083340743,7.332880026945299,0.0,0.2707560416025577,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00038,DEBRIS,4768.743119818971,2586.981063872761,-4682.3493492302705,2.414548410261858,4.732172764552096,5.496706937595025,788.2970781098484,7.644428707030499,0.0,0.4050051776874896,COSMOS-BREAKUP,1,NOMINAL,198,LOW,0.2815126912967082
DEB-F00039,DEBRIS,1931.9198025769197,-1170.021741815881,-6739.430008442699,5.021876051661484,5.610097685408981,0.2642095359929938,729.6883944936399,7.534072059450453,0.0,0.4756673806224541,COSMOS-BREAKUP,1,NOMINAL,218,LOW,0.24770977392843055
DEB-F00040,DEBRIS,4217.264922576672,5322.2333847107375,2406.5882630807587,-3.1937623972875597,-0.5694508639926664,6.593935491348324,826.2476854900251,7.348767093934399,0.0,0.3058305253296868,COSMOS-BREAKUP,1,NOMINAL,196,LOW,0.22213305914185102
DEB-F00041,DEBRIS,-1520.1293683842396,-4128.457237796407,-5652.522174402504,5.279832442505608,3.4602570938640347,-4.05800186692452,784.6808388850441,7.504491250480208,0.0,0.4421326909694484,COSMOS-BREAKUP,1,NOMINAL,175,MEDIUM,0.32455280454406943
DEB-F00042,DEBRIS,-2130.6551876295957,-4473.002404249541,-5144.989488378741,5.541899921394766,3.045125111267703,-4.391962866693575,764.5766910646798,7.699011592694461,0.0,0.21352004200967328,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F00043,DEBRIS,-2558.001215553739,485.31914228018144,6599.881426815579,-4.901934664897816,-5.2047724365713135,-1.347953239799542,716.7442348525765,7.275685363737592,0.0,0.408942652598757,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00044,DEBRIS,-1168.5495934770915,-3838.4039847820295,-5901.088375069049,5.513473012399645,3.5888890280871655,-3.5172910468841465,757.8070379799155,7.459882400070059,0.0,0.076812313036657,COSMOS-BREAKUP,1,NOMINAL,176,LOW,0.24077925953600932
DEB-F00045,DEBRIS,200.98616995617732,-2843.1751964182663,-6573.40233265245,5.560367365368323,4.8577789479676685,-1.6894916523033223,786.6141376852702,7.5743041652929115,0.0,0.4878364252376394,COSMOS-BREAKUP,1,NOMINAL,216,MEDIUM,0.33356814456235795
DEB-F00046,DEBRIS,-833.1572815516221,2216.8497410432815,6778.1377544064635,-5.376966127350668,-4.993338401319791,0.8386420054880106,801.8160115368064,7.385696550640317,0.0,0.28357353721152134,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00047,DEBRIS,5261.1694280397105,4257.51568545505,-2300.967763729764,0.2562036729469209,3.4942077260302025,6.824227242574947,770.3450914764162,7.671062860711201,0.0,0.18694563343240211,COSMOS-BREAKUP,1,NOMINAL,178,LOW,0.23942308470282675
DEB-F00048,DEBRIS,-4739.52026715099,-2442.582538198816,4855.825864466124,-2.951451622348305,-5.022638078412343,-5.292298880250915,833.5414901066506,7.870602733189192,0.0,0.392504782705259,COSMOS-BREAKUP,1,NOMINAL,220,LOW,0.17703114003890416
DEB-F00049,DEBRIS,-4052.912423722011,-1377.2311672074395,5743.4535760353265,-3.6338676922104027,-5.035778991616204,-3.6865268966032163,784.9715278921176,7.22181036972535,0.0,0.23244582390944815,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00050,DEBRIS,-2353.7886881089366,753.2585849662041,6735.392319931818,-4.757670711737795,-5.41800202070552,-1.1536748812112392,796.34760779528,7.302132717859522,0.0,0.19385087880083535,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00051,DEBRIS,4789.682575373295,2630.636936953041,-4600.45157534465,2.4192073168705153,4.690512196096808,4.965285406928172,765.0740821385725,7.246207827269833,0.0,0.07015946454381763,COSMOS-BREAKUP,1,NOMINAL,198,LOW,0.2815126912967082
DEB-F00052,DEBRIS,2914.350548357501,4884.731686432237,4373.882026323518,-4.50120767830112,-2.051312674545306,5.419907659815968,797.159979731412,7.337857541059174,0.0,0.10597562614687918,COSMOS-BREAKUP,1,NOMINAL,206,LOW,0.18388676048936958
DEB-F00053,DEBRIS,-490.65890298668154,-3371.35716798388,-6318.625205390649,5.886877616401851,4.489023657487403,-2.6067799218544296,800.429695336501,7.848691803667545,0.0,0.09086232813016731,COSMOS-BREAKUP,1,NOMINAL,150,LOW,0.2399682262090366
DEB-F00054,DEBRIS,1487.2855931116496,4090.9340168843214,5721.72715470852,-5.600247732719445,-3.300065148172539,3.8449702565902966,811.1551208494247,7.552284483788754,0.0,0.08828035141751571,COSMOS-BREAKUP,1,NOMINAL,241,MEDIUM,0.42969444744099866
DEB-F00055,DEBRIS,5258.489312784389,4292.737605212593,-2145.1488126999957,0.3518166951741613,3.080704326633728,7.007233287188278,740.9197794127185,7.662625690729157,0.0,0.37762073845210153,COSMOS-BREAKUP,1,NOMINAL,178,LOW,0.23942308470282675
DEB-F00056,DEBRIS,-4975.967849878465,-2988.200264614259,4173.863434238622,-1.9650695882133127,-4.192645235169814,-5.597099412827068,771.0400737714335,7.264110020613818,0.0,0.2115751618208561,COSMOS-BREAKUP,1,NOMINAL,231,LOW,0.24910724011390875
DEB-F00057,DEBRIS,1391.4327060066794,4022.1654424796634,5747.667246376959,-5.269962200273133,-3.6888186948044344,3.940613165462261,773.7563575031163,7.543760141684042,0.0,0.10515059317581217,COSMOS-BREAKUP,1,NOMINAL,241,MEDIUM,0.42969444744099866
DEB-F00058,DEBRIS,5266.234018428542,4531.282714522732,-1663.0048598879919,-0.11901607610426881,2.410251897616103,6.969106628118406,765.4845563114495,7.375088218483707,0.0,0.31883077118330116,COSMOS-BREAKUP,1,NOMINAL,179,LOW,0.2568480065266138
DEB-F00059,DEBRIS,-2077.4936102042093,-4480.054157965531,-5173.456539212652,4.713145323622933,2.8042016989463345,-4.677361457172552,773.8919094679777,7.207981424157915,0.0,0.20366887980616386,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F00060,DEBRIS,-5190.950035428979,-3660.5805006496753,3387.941582452673,-1.5046879470206318,-3.996167887737861,-6.281302302977827,820.7490275857044,7.595274993460802,0.0,0.19935236683889143,COSMOS-BREAKUP,1,NOMINAL,247,LOW,0.24764206950767748
DEB-F00061,DEBRIS,2717.5721645429167,4823.5085575281055,4527.28524572971,-4.766131273939676,-2.4005474976435157,5.155784329782128,773.6281646462267,7.42029296349513,0.0,0.07213865636948545,COSMOS-BREAKUP,1,NOMINAL,206,LOW,0.18388676048936958
DEB-F00062,DEBRIS,2226.306841568484,-804.1762821917081,-6743.9089764108785,5.125452834748707,5.731800538903724,1.5026184123581694,769.1317040413933,7.8346452550302725,0.0,0.40958955458968493,COSMOS-BREAKUP,1,NOMINAL,227,MEDIUM,0.40577101719279757
DEB-F00063,DEBRIS,-1762.3064118207244,1281.8526423506044,6737.49616898316,-5.577653260877009,-5.33206645451434,-0.434954025917498,703.0157813561837,7.728540197125903,0.0,0.20620512791123943,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00064,DEBRIS,3122.817480076799,129.4734730181671,-6393.134484160467,4.080358125379275,5.691743996942041,2.1661953025247573,738.10645611154,7.3305984917164,0.0,0.44280700485499175,COSMOS-BREAKUP,1,NOMINAL,233,LOW,0.2903094417329692
DEB-F00065,DEBRIS,540.4568438114514,-2542.22296634743,-6632.598436783407,5.577364025118543,5.066209599430931,-1.0973673779854147,745.5104670121527,7.614307869814513,0.0,0.2599864178030904,COSMOS-BREAKUP,1,NOMINAL,217,MEDIUM,0.3742516687038846
DEB-F00066,DEBRIS,-3858.370735930322,-5220.165482675476,-2994.4270838559505,3.7301569005391473,0.7601532517876417,-6.719191334468344,770.5514085774812,7.722657292541061,0.0,0.04290518751451419,COSMOS-BREAKUP,1,NOMINAL,139,MEDIUM,0.30319659836844204
DEB-F00067,DEBRIS,4980.249654106802,3073.5436821559338,-4141.083303814339,2.0354258762388424,4.513001406401888,5.7462172496956585,791.1117969438938,7.584797483950908,0.0,0.2621411587015541,COSMOS-BREAKUP,1,NOMINAL,212,MEDIUM,0.32507676995793156
DEB-F00068,DEBRIS,-4568.462484144754,-5280.784336291054,-1559.2514574721597,2.8176027547472433,-0.5628143666252585,-6.892898575045573,776.4977064741233,7.4677771833862545,0.0,0.3007157063145723,COSMOS-BREAKUP,1,NOMINAL,141,LOW,0.19485493527955
DEB-F00069,DEBRIS,-4161.296346185863,-1697.317433459196,5499.7556919658755,-3.5409362710665477,-5.13073997921669,-4.021752505296055,724.29824588682,7.418707139653259,0.0,0.19746330549070507,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00070,DEBRIS,-4192.3962447538925,-5299.472560391202,-2260.941538830902,3.6620158761140678,0.17783643971869695,-6.582847319398036,747.3420950066557,7.534976105251378,0.0,0.4312716379273469,COSMOS-BREAKUP,1,NOMINAL,140,LOW,0.23910449783983093
DEB-F00071,DEBRIS,4197.9706286674955,5281.344063074913,2400.9779993722054,-3.392323702681336,-0.12358012415282316,6.784949149612643,782.8858225583081,7.58674285274574,0.0,0.29557472981351035,COSMOS-BREAKUP,1,NOMINAL,196,LOW,0.22213305914185102
DEB-F00072,DEBRIS,-4203.65341613876,-5257.865063687733,-2262.0418852274283,3.437127053138529,0.07988018928998986,-6.3774178609226135,723.460043023937,7.245114339806689,0.0,0.3746270675660634,COSMOS-BREAKUP,1,NOMINAL,140,LOW,0.23910449783983093
DEB-F00073,DEBRIS,-4593.154178238041,-5242.270217117883,-1696.6079619921302,2.9241389714027424,-0.057901431422802296,-6.638826173547079,795.2123509686144,7.2545126826280235,0.0,0.37243501658879213,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F00074,DEBRIS,867.8969517629597,-2243.685704025846,-6804.275191453135,5.693592574899154,4.968035202720866,-1.0060416783741546,838.8936593746712,7.623023681128534,0.0,0.1580163158807559,COSMOS-BREAKUP,1,NOMINAL,203,LOW,0.22467770164911904
DEB-F00075,DEBRIS,5246.598227494438,4782.1812924241085,-1096.548757183216,-0.7739288977161536,2.7069607957674426,6.901643059180556,805.0705043979451,7.453809737635996,0.0,0.04745908335593786,COSMOS-BREAKUP,1,NOMINAL,160,LOW,0.18422824049205272
DEB-F00076,DEBRIS,1098.3730313371395,3809.461329947665,5979.881638624973,-5.308648062268087,-3.8688227620161784,3.3899261147047577,796.6384914212795,7.391964074322501,0.0,0.18801314499153932,COSMOS-BREAKUP,1,NOMINAL,244,LOW,0.29814253607647595
DEB-F00077,DEBRIS,4718.133219951773,5235.396872714786,1175.3393542566882,-2.3172879688631216,0.6645421053447302,7.391586155282051,766.9021247150476,7.774765953478669,0.0,0.18421635203765482,COSMOS-BREAKUP,1,NOMINAL,170,LOW,0.14869194168952893
DEB-F00078,DEBRIS,4859.196332313151,2809.3007150491967,-4411.886569205054,2.1869178766717154,4.654714354411533,5.568298005146289,761.0998361802831,7.579902254949416,0.0,0.1569472947954071,COSMOS-BREAKUP,1,NOMINAL,198,LOW,0.2815126912967082
DEB-F00079,DEBRIS,3243.375498458009,5047.237709332879,3881.6750082126396,-4.340863814381684,-1.5128923236945235,6.037594168419579,767.5955718146033,7.588444187093704,0.0,0.1725834581495959,COSMOS-BREAKUP,1,NOMINAL,206,LOW,0.18388676048936958
DEB-F00080,DEBRIS,-520.5023962347431,-3418.7567763240263,-6266.724234245553,5.270714752206977,4.5631015361192695,-3.008331279433021,779.4221697329385,7.592916877912032,0.0,0.44883265415115897,COSMOS-BREAKUP,1,NOMINAL,150,LOW,0.2399682262090366
DEB-F00081,DEBRIS,-1969.97513802467,1122.0753199286394,6812.169903995084,-4.83736137170746,-5.469716274720657,-0.5472732523833971,801.3834483951896,7.322388215548654,0.0,0.24552651428586905,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00082,DEBRIS,-1815.6278920839768,1296.738017769015,6760.240263653196,-5.340477898115558,-5.371199706611748,-0.40468076083432436,740.7732081399126,7.585133946527005,0.0,0.42424810002266317,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00083,DEBRIS,3575.290707195847,721.014734295513,-6123.848888760913,4.228137510182845,5.4830817569746735,3.113949567716094,749.5618643187281,7.591970381196367,0.0,0.2851255226175347,COSMOS-BREAKUP,1,NOMINAL,211,LOW,0.19108004806622608
DEB-F00084,DEBRIS,-4890.766806268739,-5168.698883709695,-581.0488743593974,1.8949388194816617,-1.2281066252977366,-7.127695681903392,761.3774021254203,7.476836546729038,0.0,0.4102096268051027,COSMOS-BREAKUP,1,NOMINAL,208,MEDIUM,0.31865103884750545
DEB-F00085,DEBRIS,2125.995531707763,4529.508300270538,5120.839598940253,-4.731958743512088,-2.422105594727796,4.56630625306119,781.4230871237651,7.0077943647811125,0.0,0.40407882714312404,COSMOS-BREAKUP,1,NOMINAL,202,MEDIUM,0.5613559297194497
DEB-F00086,DEBRIS,-2560.02761402658,487.87035595949175,6685.301547475829,-5.042711916370002,-5.618693887329868,-1.3812399981273145,797.1689620817133,7.675056247575308,0.0,0.4210354736128449,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00087,DEBRIS,3862.403056269474,1101.6968777036361,-5923.980741794333,4.048070957577389,5.300716398297094,3.693714013883411,779.0580657063865,7.624171825786453,0.0,0.4241716064078432,COSMOS-BREAKUP,1,NOMINAL,201,LOW,0.17209303605966852
DEB-F00088,DEBRIS,-4155.731045218507,-1679.619309966219,5571.862453314757,-3.697663236099257,-5.444645595725158,-4.113125369524002,772.868016447901,7.761100397242091,0.0,0.26492199782544296,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00089,DEBRIS,5306.314210545925,4381.069797411426,-2033.3365205123591,0.1359039936138261,3.3280842787128986,6.728152905662341,797.1818414509871,7.5075066689060455,0.0,0.17654473121056977,COSMOS-BREAKUP,1,NOMINAL,178,LOW,0.23942308470282675
DEB-F00090,DEBRIS,-3536.671266469473,-731.6675238617429,6218.075811816069,-3.8791331152481434,-5.591326351776784,-3.1414448790908636,812.6799086715619,7.495283852280343,0.0,0.2503849214405434,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00091,DEBRIS,811.2856171231635,-2264.8032158800725,-6732.25324810716,5.45533174470486,5.075892713293761,-1.0664146810940942,771.0413972608385,7.527454520201785,0.0,0.09432642287354838,COSMOS-BREAKUP,1,NOMINAL,203,LOW,0.22467770164911904
DEB-F00092,DEBRIS,-4802.699608988773,-2751.601356728524,4534.439769425033,-1.9572598063724558,-4.853816182219764,-4.893939482539691,777.1671572720379,7.1652662992508835,0.0,0.37289997493270166,COSMOS-BREAKUP,1,NOMINAL,220,LOW,0.17703114003890416
DEB-F00093,DEBRIS,-2151.0243423091856,-4569.8054591525415,-5116.492926207336,4.797105826320895,2.7789944858974858,-4.40202305312895,811.336382636362,7.079042422662067,0.0,0.060043239963698175,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F00094,DEBRIS,-5281.52093611103,-4587.259865869884,1533.6112428848455,0.6345599911496684,-2.9600627808427826,-7.071198987557996,783.5234164050198,7.6919758950831225,0.0,0.3111789460871652,COSMOS-BREAKUP,1,NOMINAL,251,LOW,0.218013125467115
DEB-F00095,DEBRIS,-4566.623765992099,-2404.1427995950826,4890.623864047235,-2.7104036422599886,-4.974269780990416,-4.9930118868626066,731.8670084768628,7.551146632161366,0.0,0.45810853680179386,COSMOS-BREAKUP,1,NOMINAL,220,LOW,0.17703114003890416
DEB-F00096,DEBRIS,-317.8294207157961,-3278.1960129096606,-6337.950140036947,5.3211639549325715,4.2405188804808445,-2.3075346698269987,764.4953311034078,7.18481053775545,0.0,0.17450599471385364,COSMOS-BREAKUP,1,NOMINAL,150,LOW,0.2399682262090366
DEB-F00097,DEBRIS,-4383.27159967888,-1897.6301761114044,5383.424943346727,-3.161010215132702,-4.886961669067591,-4.215911499161031,818.7605484223586,7.186674453728052,0.0,0.18911639080583514,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F00098,DEBRIS,5074.792838324109,5103.138553496056,-31.59212084237123,-2.063521283652586,1.7534173345055994,7.093480874257456,818.8445554983064,7.59276388085974,0.0,0.4859816350091187,COSMOS-BREAKUP,1,NOMINAL,147,LOW,0.24122485759882506
DEB-F00099,DEBRIS,3521.0919989001845,639.0509923683292,-6230.644170571971,4.06181925262641,5.82795361703038,2.890796483985232,807.0840693790296,7.669427834922591,0.0,0.24783547048148113,COSMOS-BREAKUP,1,NOMINAL,211,LOW,0.19108004806622608
DEB-F00100,DEBRIS,-1768.1015950378978,-4224.9160423910325,-5484.59940691582,5.2248934970482965,3.6004821928776587,-4.2045510691376045,767.2761769947374,7.6119139360421615,0.0,0.3623271635471619,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F00101,DEBRIS,4247.028463977052,5287.530120334697,2246.290350254216,-3.232202232924469,-0.21629033410595122,6.304220970602662,766.1646373136946,7.087814531245577,0.0,0.034737687476633736,COSMOS-BREAKUP,1,NOMINAL,196,LOW,0.22213305914185102
DEB-F00102,DEBRIS,1866.0128806441858,-1147.622629106789,-6795.758395897299,5.185942316145797,5.404926555284036,0.6071432100052219,761.9872247580415,7.51504169328831,0.0,0.0551034490181988,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
